ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,peTTM,pbMRQ,psTTM,pcfNcfTTM
600519.SH,20100709,128.58,132.2,127.71,131.06,128.32,2.74,2.14,27378.51,357390.425,28.363131,7.862778,12.130035,53.359941
600519.SH,20100712,130.8,133.3,130.55,130.71,131.06,-0.35,-0.27,17834.26,235347.809,28.287386,7.841780,12.097641,53.217441
600519.SH,20100713,130.74,130.74,128.51,129.55,130.71,-1.16,-0.89,7439.11,96225.621,28.036347,7.772187,11.990279,52.745157
600519.SH,20100714,129.4,131.16,129.03,130.24,129.55,0.69,0.53,9642.66,125763.296,28.185672,7.813583,12.054141,53.026085
600519.SH,20100715,130.5,133.2,130.35,131.83,130.24,1.59,1.22,18833.33,248573.676,28.529769,7.908973,12.201301,53.673439
600519.SH,20100716,130.9,134.34,130.58,133.81,131.83,1.98,1.5,32949.51,438987.876,28.958267,8.027760,12.384556,54.479579
600519.SH,20100719,133.05,136.2,132.91,135.8,133.81,1.99,1.49,19412.32,261608.074,29.388930,8.147148,12.568737,55.289790
600519.SH,20100720,135.98,137.29,134.68,136.51,135.8,0.71,0.52,26886.19,366053.258,29.542583,8.189743,12.634450,55.578861
600519.SH,20100721,136.51,140.4,136.51,137.88,136.51,1.37,1.0,24363.02,338324.505,29.839070,8.271935,12.761248,56.136644
600519.SH,20100722,138.8,138.8,136.8,137.96,137.88,0.08,0.06,16221.66,223560.516,29.856383,8.276734,12.768652,56.169216
600519.SH,20100723,138.18,141.02,138.18,140.71,137.96,2.75,1.99,38466.0,539887.868,30.451519,8.441717,13.023174,57.288854
600519.SH,20100726,140.71,142.78,140.25,140.96,140.71,0.25,0.18,22016.91,311555.737,30.505623,8.456715,13.046312,57.390640
600519.SH,20100727,140.1,142.18,140.1,142.0,140.96,1.04,0.74,25229.04,357546.813,30.730693,8.519109,13.142568,57.814067
600519.SH,20100728,142.6,143.03,141.5,142.94,142.0,0.94,0.66,27740.35,395352.77,30.934121,8.575503,13.229568,58.196779
600519.SH,20100729,142.93,143.1,139.16,139.42,142.94,-3.52,-2.46,45372.87,636454.908,30.172346,8.364325,12.903780,56.763642
600519.SH,20100730,139.28,139.28,137.5,138.67,139.42,-0.75,-0.54,29438.77,406203.348,30.010036,8.319330,12.834365,56.458286
600519.SH,20100802,138.63,145.26,138.63,143.55,138.67,4.88,3.52,42965.73,614400.254,31.066133,8.612099,13.286025,58.445136
600519.SH,20100803,143.0,144.8,142.01,142.26,143.55,-1.29,-0.9,17573.23,251858.817,30.786960,8.534707,13.166632,57.919923
600519.SH,20100804,142.0,144.2,141.72,144.02,142.26,1.76,1.24,17350.13,249201.032,31.167848,8.640296,13.329525,58.636492
600519.SH,20100805,144.08,149.35,144.08,148.16,144.02,4.14,2.87,41966.13,620781.742,32.063799,8.888670,13.712696,60.322057
600519.SH,20100806,147.8,148.8,147.2,148.2,148.16,0.04,0.03,21840.53,323918.732,32.072455,8.891070,13.716398,60.338343
600519.SH,20100809,148.25,152.22,148.25,151.61,148.2,3.41,2.3,38703.73,586147.268,32.810425,9.095649,14.032005,61.726695
600519.SH,20100810,151.61,153.59,146.5,146.76,151.61,-4.85,-3.2,28739.94,427619.893,31.760820,8.804679,13.583121,59.752059
600519.SH,20100811,146.0,149.0,146.0,147.85,146.76,1.09,0.74,15190.63,224550.906,31.996711,8.870072,13.684005,60.195843
600519.SH,20100812,147.8,151.9,146.21,148.92,147.85,1.07,0.72,31025.87,463112.778,30.409545,8.545499,13.121771,56.832864
600519.SH,20100813,148.88,151.46,148.32,150.39,148.92,1.47,0.99,15775.59,236758.807,30.709720,8.629852,13.251297,57.393865
600519.SH,20100816,150.41,153.29,150.41,152.9,150.39,2.51,1.67,25910.45,395272.912,31.222263,8.773883,13.472461,58.351765
600519.SH,20100817,152.8,156.25,152.5,155.09,152.9,2.19,1.43,35747.57,554777.11,31.669462,8.899553,13.665428,59.187542
600519.SH,20100818,154.98,156.42,152.3,152.84,155.09,-2.25,-1.45,30173.78,464752.257,31.210011,8.770441,13.467174,58.328867
600519.SH,20100819,152.88,153.9,150.5,151.26,152.84,-1.58,-1.03,35437.14,536485.063,30.887374,8.679775,13.327955,57.725886
600519.SH,20100820,151.19,151.19,148.48,148.89,151.26,-2.37,-1.57,20841.59,311220.147,30.403419,8.543777,13.119128,56.821415
600519.SH,20100823,148.25,150.9,148.0,150.72,148.89,1.83,1.23,13214.93,197952.515,30.777106,8.648788,13.280374,57.519804
600519.SH,20100824,150.32,152.99,149.1,151.42,150.72,0.7,0.46,10838.25,164253.365,30.920046,8.688956,13.342054,57.786947
600519.SH,20100825,150.5,151.92,149.63,149.79,151.42,-1.63,-1.08,16507.88,249067.209,30.587200,8.595422,13.198429,57.164885
600519.SH,20100826,149.9,150.55,148.5,150.37,149.79,0.58,0.39,12232.54,183116.485,30.705636,8.628704,13.249535,57.386232
600519.SH,20100827,150.0,151.23,149.2,151.06,150.37,0.69,0.46,8799.39,132580.368,30.846534,8.668299,13.310333,57.649559
600519.SH,20100830,151.68,160.0,151.68,159.82,151.06,8.76,5.8,53784.43,849497.659,32.635331,9.170975,14.082202,60.992669
600519.SH,20100831,158.53,160.99,157.88,159.23,159.82,-0.59,-0.37,31399.97,501261.374,32.514853,9.137119,14.030215,60.767505
600519.SH,20100901,158.8,161.2,155.9,156.88,159.23,-2.35,-1.48,25589.28,406904.438,32.034981,9.002268,13.823150,59.870666
600519.SH,20100902,158.0,162.08,157.87,159.99,156.88,3.11,1.98,24821.98,399335.601,32.670045,9.180730,14.097181,61.057547
600519.SH,20100903,159.8,165.38,159.8,162.62,159.99,2.63,1.64,27761.44,452832.217,33.207093,9.331648,14.328918,62.061243
600519.SH,20100906,164.0,168.6,164.0,166.72,162.62,4.1,2.52,29008.44,485289.346,34.044315,9.566919,14.690181,63.625940
600519.SH,20100907,167.05,169.1,164.8,165.27,166.72,-1.45,-0.87,22373.67,372434.005,33.748224,9.483713,14.562417,63.072572
600519.SH,20100908,165.0,167.5,165.0,166.48,165.27,1.21,0.73,15010.8,250344.694,33.995307,9.553147,14.669034,63.534348
600519.SH,20100909,167.0,169.1,166.0,166.89,166.48,0.41,0.25,21503.84,360593.531,34.079029,9.576674,14.705160,63.690818
600519.SH,20100910,167.5,169.9,166.5,169.49,166.89,2.6,1.56,19867.68,335023.684,34.609950,9.725870,14.934253,64.683065
600519.SH,20100913,169.0,173.45,167.95,168.78,169.49,-0.71,-0.42,28063.47,480493.819,34.464968,9.685128,14.871693,64.412105
600519.SH,20100914,168.75,170.22,165.6,167.29,168.78,-1.49,-0.88,26383.43,441034.013,34.160709,9.599627,14.740405,63.843471
600519.SH,20100915,167.0,167.29,161.7,162.45,167.29,-4.84,-2.89,21032.08,347008.844,33.172378,9.321893,14.313939,61.996365
600519.SH,20100916,162.1,164.05,156.89,159.34,162.45,-3.11,-1.91,20497.73,327836.606,32.537315,9.143431,14.039908,60.809485
600519.SH,20100917,159.22,164.44,157.51,161.81,159.34,2.47,1.55,17975.26,290800.424,33.041690,9.285167,14.257546,61.752120
600519.SH,20100920,162.86,166.0,162.0,164.65,161.81,2.84,1.76,12576.07,206418.537,33.621620,9.448136,14.507787,62.835959
600519.SH,20100921,166.5,166.88,164.01,166.08,164.65,1.43,0.87,14940.36,247684.425,33.913626,9.530193,14.633788,63.381695
600519.SH,20100927,166.1,169.0,165.3,168.83,166.08,2.75,1.66,18548.46,310077.012,34.475178,9.687997,14.876099,64.431187
600519.SH,20100928,168.59,171.19,168.0,170.78,168.83,1.95,1.16,22585.12,384574.256,34.873369,9.799894,15.047919,65.175372
600519.SH,20100929,170.4,171.55,167.01,167.16,170.78,-3.62,-2.12,13272.0,225065.386,34.134163,9.592167,14.728950,63.793859
600519.SH,20100930,166.56,169.2,166.0,168.73,167.16,1.57,0.94,14578.9,244719.876,34.454758,9.682259,14.867288,64.393024
600519.SH,20101008,169.0,175.5,169.0,173.53,168.73,4.8,2.84,31608.89,549853.018,35.434921,9.957698,15.290229,66.224864
600519.SH,20101011,174.0,176.43,166.0,167.8,173.53,-5.73,-3.3,43742.69,742024.422,34.264851,9.628892,14.785343,64.038104
600519.SH,20101012,167.81,169.98,164.29,166.6,167.8,-1.2,-0.72,28543.04,473412.98,34.019811,9.560033,14.679607,63.580144
600519.SH,20101013,166.0,166.53,159.85,161.0,166.6,-5.6,-3.36,60287.75,972450.177,32.876288,9.238687,14.186175,61.442996
600519.SH,20101014,161.02,161.3,156.81,158.44,161.0,-2.56,-1.59,53243.73,842374.776,32.353534,9.091786,13.960606,60.466015
600519.SH,20101015,158.52,163.0,158.31,159.98,158.44,1.54,0.97,72099.79,1152421.933,32.668003,9.180156,14.096300,61.053730
600519.SH,20101018,160.0,165.16,154.8,162.42,159.98,2.44,1.53,96564.42,1522116.994,33.166252,9.320171,14.311295,61.984916
600519.SH,20101019,161.42,164.9,160.0,163.27,162.42,0.85,0.52,53448.48,870135.034,33.339823,9.368947,14.386191,62.309305
600519.SH,20101020,160.1,168.9,160.09,167.41,163.27,4.14,2.54,47372.89,788461.639,34.185213,9.606513,14.750979,63.889267
600519.SH,20101021,167.6,170.05,165.8,167.47,167.41,0.06,0.04,37621.94,632118.759,34.197465,9.609956,14.756265,63.912165
600519.SH,20101022,167.48,171.6,166.66,168.11,167.47,0.64,0.38,41046.54,697025.656,34.328154,9.646681,14.812658,64.156411
600519.SH,20101025,169.0,173.8,168.13,173.0,168.11,4.89,2.91,36195.2,622609.05,35.326694,9.927285,15.243530,66.022599
600519.SH,20101026,172.8,172.88,168.01,169.01,173.0,-3.99,-2.31,28590.63,484027.261,34.511934,9.698326,14.891959,64.499881
600519.SH,20101027,168.75,169.4,166.5,168.15,169.01,-0.86,-0.51,28912.62,484076.38,34.336322,9.648977,14.816182,64.171676
600519.SH,20101028,167.9,168.3,166.73,167.04,168.15,-1.11,-0.66,19440.68,325743.881,34.109659,9.585281,14.718377,63.748063
600519.SH,20101029,164.74,165.07,160.5,163.15,167.04,-3.89,-2.33,65465.57,1064852.159,32.764218,8.787988,13.760127,49.173376
600519.SH,20101101,163.2,164.9,162.2,163.76,163.15,0.61,0.37,49658.92,810910.408,32.886720,8.820846,13.811574,49.357230
600519.SH,20101102,164.52,164.52,161.59,162.67,163.76,-1.09,-0.67,62292.17,1009953.812,32.667823,8.762133,13.719643,49.028704
600519.SH,20101103,163.0,165.65,161.5,163.35,162.67,0.68,0.42,42253.17,693876.483,32.804383,8.798761,13.776995,49.233656
600519.SH,20101104,163.95,165.54,162.78,165.05,163.35,1.7,1.04,44629.19,732196.946,33.145781,8.890331,13.920373,49.746036
600519.SH,20101105,165.3,166.0,163.3,163.98,165.05,-1.07,-0.65,34654.91,569207.561,32.930901,8.832696,13.830129,49.423538
600519.SH,20101108,163.99,164.0,161.25,163.49,163.98,-0.49,-0.3,56894.13,922801.037,32.832498,8.806302,13.788802,49.275852
600519.SH,20101109,163.6,166.59,162.72,165.86,163.49,2.37,1.45,60737.9,1002019.514,33.308447,8.933961,13.988689,49.990170
600519.SH,20101110,166.6,182.45,166.5,179.73,165.86,13.87,8.36,150005.09,2670067.328,36.093858,9.681061,15.158490,54.170585
600519.SH,20101111,181.99,181.99,174.11,175.92,179.73,-3.81,-2.12,74217.2,1322968.333,35.328724,9.475838,14.837153,53.022252
600519.SH,20101112,175.55,188.08,175.52,177.53,175.92,1.61,0.92,126500.29,2298576.167,35.652048,9.562560,14.972941,53.507505
600519.SH,20101115,181.99,188.0,181.99,183.69,177.53,6.16,3.47,79038.78,1458250.426,36.889116,9.894365,15.492477,55.364128
600519.SH,20101116,185.99,186.0,174.5,177.19,183.69,-6.5,-3.54,72291.77,1294350.638,35.583768,9.544246,14.944265,53.405029
600519.SH,20101117,175.9,175.9,163.8,165.0,177.19,-12.19,-6.88,80509.06,1362362.423,33.135740,8.887638,13.916156,49.730966
600519.SH,20101118,166.55,170.97,166.0,169.49,165.0,4.49,2.72,40286.04,680881.283,34.037434,9.129489,14.294844,51.084251
600519.SH,20101119,171.1,176.0,170.21,175.16,169.49,5.67,3.35,48954.75,848958.178,35.176098,9.434901,14.773054,52.793188
600519.SH,20101122,174.88,182.38,173.8,178.51,175.16,3.35,1.91,47940.81,857696.481,35.848854,9.615347,15.055594,53.802877
600519.SH,20101123,178.38,189.2,176.2,189.04,178.51,10.53,5.9,108469.81,1995630.382,37.963517,10.182540,15.943698,56.976617
600519.SH,20101124,192.0,206.6,192.0,199.92,189.04,10.88,5.76,110799.3,2220954.81,40.148468,10.768585,16.861321,60.255847
600519.SH,20101125,200.53,203.62,197.0,202.97,199.92,3.05,1.53,45579.74,916382.376,40.760977,10.932872,17.118559,61.175116
600519.SH,20101126,202.97,212.67,200.61,207.24,202.97,4.27,2.1,63799.42,1324934.628,41.618489,11.162873,17.478692,62.462093
600519.SH,20101129,205.25,222.0,205.25,216.43,207.24,9.19,4.43,67499.39,1441023.288,43.464050,11.657887,18.253780,65.231957
600519.SH,20101130,216.37,216.37,200.33,204.81,216.43,-11.62,-5.37,65665.39,1356812.148,41.130490,11.031982,17.273745,61.729692
600519.SH,20101201,203.0,208.0,200.02,202.4,204.81,-2.41,-1.18,38016.22,773495.042,40.646508,10.902169,17.070485,61.003318
600519.SH,20101202,204.2,206.0,197.91,198.17,202.4,-4.23,-2.09,42940.09,864862.808,39.797028,10.674322,16.713725,59.728397
600519.SH,20101203,198.0,203.49,197.7,199.79,198.17,1.62,0.82,43037.32,863905.87,40.122361,10.761583,16.850357,60.216665
600519.SH,20101206,199.85,202.0,190.11,193.02,199.79,-6.77,-3.39,43281.58,839963.278,38.762791,10.396920,16.279373,58.176188
600519.SH,20101207,191.89,198.8,189.86,197.56,193.02,4.54,2.35,31804.8,621615.004,39.674526,10.641465,16.662278,59.544543
600519.SH,20101208,197.5,201.8,196.01,196.18,197.56,-1.38,-0.7,28334.68,564539.229,39.397391,10.567132,16.545888,59.128611
600519.SH,20101209,195.99,196.78,192.3,195.26,196.18,-0.92,-0.47,24461.4,474949.022,39.212634,10.517577,16.468295,58.851324
600519.SH,20101210,193.35,198.88,191.0,197.72,195.26,2.46,1.26,39587.31,766519.126,39.706658,10.650083,16.675772,59.592767
600519.SH,20101213,197.5,197.5,193.5,196.99,197.72,-0.73,-0.37,58592.83,1144043.372,39.560057,10.610762,16.614204,59.372745
600519.SH,20101214,197.31,201.5,196.8,197.91,196.99,0.92,0.47,61542.72,1224103.219,39.744814,10.660317,16.691797,59.650033
600519.SH,20101215,198.0,203.33,198.0,200.7,197.91,2.79,1.41,47423.8,953073.582,40.305109,10.810599,16.927106,60.490938
600519.SH,20101216,211.99,212.5,206.5,206.98,200.7,6.28,3.13,66817.58,1396868.342,41.566276,11.148868,17.456764,62.383729
600519.SH,20101217,208.0,209.2,203.81,204.42,206.98,-2.56,-1.24,51769.82,1060471.13,41.052170,11.010975,17.240853,61.612146
600519.SH,20101220,205.98,206.66,194.0,197.38,204.42,-7.04,-3.44,68557.25,1361002.093,39.638378,10.631769,16.647097,59.490291
600519.SH,20101221,197.35,197.61,193.01,194.0,197.38,-3.38,-1.71,59359.42,1153389.514,38.959597,10.449707,16.362026,58.471560
600519.SH,20101222,194.07,194.49,190.0,190.95,194.0,-3.05,-1.57,44151.22,845830.946,38.347088,10.285421,16.104788,57.552290
600519.SH,20101223,190.85,192.7,190.0,190.71,190.95,-0.24,-0.13,32743.89,626262.013,38.298891,10.272493,16.084546,57.479954
600519.SH,20101224,190.71,190.91,187.0,188.72,190.71,-1.99,-1.04,29408.52,553596.991,37.899254,10.165303,15.916709,56.880169
600519.SH,20101227,189.0,189.99,182.31,182.99,188.72,-5.73,-3.04,45246.4,844631.482,36.748540,9.856660,15.433439,55.153148
600519.SH,20101228,183.0,186.6,177.4,183.26,182.99,0.27,0.15,48176.44,873676.036,36.802762,9.871203,15.456211,55.234526
600519.SH,20101229,183.1,186.07,182.0,186.0,183.26,2.74,1.5,30967.6,569651.391,37.353016,10.018792,15.687303,56.060361
600519.SH,20101230,186.5,186.5,180.2,181.93,186.0,-4.07,-2.19,41774.68,760950.273,36.535668,9.799563,15.344038,54.833664
600519.SH,20101231,181.8,184.28,181.05,183.92,181.93,1.99,1.09,46084.87,843075.733,36.935305,9.906753,15.511876,55.433450
600519.SH,20110104,186.9,187.9,182.6,185.5,183.92,1.58,0.86,60462.26,1116558.389,37.252605,9.991859,15.645133,55.909662
600519.SH,20110105,184.9,185.4,180.5,181.08,185.5,-4.42,-2.38,58198.02,1064872.709,36.364968,9.753778,15.272349,54.577474
600519.SH,20110106,181.21,183.6,178.44,180.24,181.08,-0.84,-0.46,37584.56,677983.969,36.196277,9.708532,15.201503,54.324299
600519.SH,20110107,180.18,181.69,178.5,179.72,180.24,-0.52,-0.29,30533.8,548732.363,36.091850,9.680523,15.157646,54.167571
600519.SH,20110110,179.62,180.51,174.14,174.31,179.72,-5.41,-3.01,38784.83,687881.571,35.005399,9.389116,14.701365,52.536998
600519.SH,20110111,173.68,175.5,171.21,173.56,174.31,-0.75,-0.43,45322.1,787943.021,34.854782,9.348718,14.638110,52.310948
600519.SH,20110112,174.1,176.0,172.41,174.47,173.56,0.91,0.52,31323.25,546334.112,35.037531,9.397734,14.714859,52.585222
600519.SH,20110113,175.5,181.0,174.49,179.49,174.47,5.02,2.88,41341.74,740207.616,36.045660,9.668134,15.138248,54.098249
600519.SH,20110114,178.95,181.21,177.3,180.19,179.49,0.7,0.39,25772.66,461741.103,36.186236,9.705839,15.197286,54.309229
600519.SH,20110117,179.7,182.2,175.02,175.59,180.19,-4.6,-2.55,37475.16,673586.235,35.262452,9.458062,14.809321,52.922790
600519.SH,20110118,175.1,182.61,173.99,182.56,175.59,6.97,3.97,40962.35,738283.975,36.662186,9.833498,15.397173,55.023546
600519.SH,20110119,182.56,183.57,181.11,182.83,182.56,0.27,0.15,26198.67,478032.606,36.716408,9.848041,15.419945,55.104924
600519.SH,20110120,182.3,183.99,178.25,180.07,182.83,-2.76,-1.51,24523.05,444085.191,36.162138,9.699375,15.187165,54.273061
600519.SH,20110121,179.8,181.5,175.66,175.89,180.07,-4.18,-2.32,26867.37,479005.923,35.322699,9.474222,14.834623,53.013210
600519.SH,20110124,175.87,177.48,170.01,171.52,175.89,-4.37,-2.48,34775.49,601578.015,34.445104,9.238834,14.466055,51.696092
600519.SH,20110125,170.98,172.4,170.0,170.7,171.52,-0.82,-0.48,17238.64,294978.979,34.280429,9.194665,14.396896,51.448945
600519.SH,20110126,171.01,173.99,171.01,172.14,170.7,1.44,0.84,14325.71,247045.171,34.569614,9.272230,14.518346,51.882960
600519.SH,20110127,171.96,175.28,169.58,173.06,172.14,0.92,0.53,29444.27,507387.589,34.754371,9.321785,14.595939,52.160248
600519.SH,20110128,173.01,174.13,172.38,173.34,173.06,0.28,0.16,19591.43,339796.042,34.810601,9.336867,14.619555,52.244640
600519.SH,20110131,173.5,180.92,173.01,177.99,173.34,4.65,2.68,32442.43,577621.803,35.744426,9.587337,15.011737,53.646149
600519.SH,20110201,178.0,181.85,177.5,180.28,177.99,2.29,1.29,17758.46,319648.6,36.204310,9.710687,15.204877,54.336355
600519.SH,20110209,179.99,180.81,177.0,177.96,180.28,-2.32,-1.29,17675.31,317003.717,35.738402,9.585721,15.009207,53.637107
600519.SH,20110210,177.35,185.99,177.3,185.03,177.96,7.07,3.97,36008.75,656695.297,37.158218,9.966543,15.605493,55.768004
600519.SH,20110211,184.74,188.45,184.29,184.93,185.03,-0.1,-0.05,34001.41,634257.226,37.138136,9.961157,15.597059,55.737864
600519.SH,20110214,184.93,188.0,183.9,187.11,184.93,2.18,1.18,36639.15,681621.643,37.575929,10.078581,15.780921,56.394915
600519.SH,20110215,187.11,188.8,184.8,185.24,187.11,-1.87,-1.0,29716.4,554140.643,37.200391,9.977855,15.623205,55.831298
600519.SH,20110216,185.01,185.99,181.7,183.68,185.24,-1.56,-0.84,36440.18,667440.837,36.887107,9.893826,15.491634,55.361114
600519.SH,20110217,183.0,183.7,180.83,181.26,183.68,-2.42,-1.32,36363.8,662075.979,36.401117,9.763474,15.287530,54.631726
600519.SH,20110218,180.8,185.45,180.3,181.98,181.26,0.72,0.4,36828.73,676343.235,36.545709,9.802256,15.348255,54.848734
600519.SH,20110221,182.0,184.8,181.2,183.48,181.98,1.5,0.82,27289.85,498811.371,36.846943,9.883053,15.474766,55.300834
600519.SH,20110222,183.48,185.25,181.0,181.88,183.48,-1.6,-0.87,38293.8,701713.006,36.525627,9.796870,15.339821,54.818594
600519.SH,20110223,181.11,183.47,181.11,182.76,181.88,0.88,0.48,19422.29,353816.777,36.702351,9.844271,15.414041,55.083826
600519.SH,20110224,182.58,183.47,181.12,182.15,182.76,-0.61,-0.33,20476.31,373539.569,36.579849,9.811413,15.362593,54.899972
600519.SH,20110225,182.88,182.88,179.2,179.62,182.15,-2.53,-1.39,29413.43,532482.186,36.071767,9.675136,15.149212,54.137431
600519.SH,20110228,179.3,179.46,176.0,178.68,179.62,-0.94,-0.52,39093.1,693295.724,35.882994,9.624504,15.069932,53.854115
600519.SH,20110301,178.71,179.93,177.8,178.64,178.68,-0.04,-0.02,23059.41,411728.226,35.874961,9.622349,15.066559,53.842059
600519.SH,20110302,178.2,179.0,176.01,177.21,178.64,-1.43,-0.8,32095.5,569125.294,35.587785,9.545323,14.945952,53.411057
600519.SH,20110303,177.27,178.69,174.75,175.0,177.21,-2.21,-1.25,37735.09,663456.221,35.143967,9.426282,14.759560,52.744964
600519.SH,20110304,175.0,176.78,174.5,175.93,175.0,0.93,0.53,33351.19,587411.61,35.330732,9.476376,14.837996,53.025266
600519.SH,20110307,175.84,177.53,175.84,177.38,175.93,1.45,0.82,33553.69,593119.911,35.621925,9.554480,14.960290,53.462295
600519.SH,20110308,177.43,177.6,174.8,176.72,177.38,-0.66,-0.37,31869.55,560058.561,35.489382,9.518929,14.904625,53.263371
600519.SH,20110309,177.49,178.2,176.05,177.99,176.72,1.27,0.72,22971.46,406818.003,35.744426,9.587337,15.011737,53.646149
600519.SH,20110310,177.97,184.2,177.38,182.0,177.99,4.01,2.25,54492.13,991540.447,36.549725,9.803334,15.349942,54.854762
600519.SH,20110311,181.6,183.4,179.89,180.04,182.0,-1.96,-1.08,23345.45,424871.796,36.156113,9.697759,15.184635,54.264019
600519.SH,20110314,179.52,184.0,179.11,182.88,180.04,2.84,1.58,22372.98,408383.265,36.726449,9.850734,15.424162,55.119994
600519.SH,20110315,181.64,183.22,177.03,179.27,182.88,-3.61,-1.97,30898.55,554199.756,36.001479,9.656284,15.119693,54.031941
600519.SH,20110316,179.6,182.97,179.31,181.84,179.27,2.57,1.43,24176.24,438681.962,36.517594,9.794715,15.336448,54.806538
600519.SH,20110317,180.9,189.53,180.18,189.03,181.84,7.19,3.95,88522.77,1653009.378,37.961509,10.182001,15.942855,56.973603
600519.SH,20110318,189.55,194.1,187.13,191.15,189.03,2.12,1.12,61484.07,1175141.41,38.387253,10.296194,16.121656,57.612570
600519.SH,20110321,189.8,190.98,184.55,187.13,191.15,-4.02,-2.1,48651.24,910057.839,34.964661,9.599188,15.181723,56.152534
600519.SH,20110322,188.38,189.98,185.2,185.75,187.13,-1.38,-0.74,27887.55,521369.663,34.706812,9.528398,15.069765,55.738434
600519.SH,20110323,186.01,186.69,183.5,186.54,185.75,0.79,0.43,42881.85,792668.1,34.854421,9.568923,15.133857,55.975492
600519.SH,20110324,186.3,186.55,183.5,183.55,186.54,-2.99,-1.6,21353.18,393924.337,34.295749,9.415545,14.891280,55.078275
600519.SH,20110325,183.0,185.58,183.0,183.43,183.55,-0.12,-0.07,27905.52,513404.256,34.273328,9.409390,14.881545,55.042267
600519.SH,20110328,183.55,184.4,180.49,180.91,183.43,-2.52,-1.37,40295.87,731053.019,33.802473,9.280121,14.677099,54.286084
600519.SH,20110329,181.0,181.3,178.5,178.95,180.91,-1.96,-1.08,26523.3,476995.781,33.436253,9.179580,14.518086,53.697943
600519.SH,20110330,178.94,180.26,178.3,178.71,178.95,-0.24,-0.13,20602.99,368964.875,33.391410,9.167268,14.498615,53.625925
600519.SH,20110331,178.71,182.8,178.5,179.85,178.71,1.14,0.64,17525.86,316949.399,33.604416,9.225747,14.591102,53.968008
600519.SH,20110401,179.98,181.35,178.55,179.46,179.85,-0.39,-0.22,18227.49,326554.075,33.531545,9.205741,14.559462,53.850979
600519.SH,20110406,179.4,179.9,176.71,176.98,179.46,-2.48,-1.38,28774.81,510620.637,33.068165,9.078525,14.358261,53.106800
600519.SH,20110407,176.2,177.0,174.78,174.94,176.98,-2.04,-1.15,46830.74,820484.804,32.686997,8.973879,14.192757,52.494653
600519.SH,20110408,174.96,176.5,174.8,175.66,174.94,0.72,0.41,21823.15,383817.086,32.821527,9.010813,14.251170,52.710705
600519.SH,20110411,175.45,178.65,175.11,177.49,175.66,1.83,1.04,26173.14,463960.298,33.163457,9.104686,14.399637,53.259837
600519.SH,20110412,177.5,179.34,176.7,177.42,177.49,-0.07,-0.04,34945.68,623251.647,33.150378,9.101095,14.393958,53.238832
600519.SH,20110413,177.3,179.0,177.02,178.33,177.42,0.91,0.51,29389.19,522953.556,33.320408,9.147775,14.467786,53.511898
600519.SH,20110414,178.3,178.5,175.48,175.74,178.33,-2.59,-1.45,36621.96,644626.738,32.836475,9.014917,14.257661,52.734710
600519.SH,20110415,175.97,176.99,170.77,172.38,175.74,-3.36,-1.91,53327.01,919620.925,32.208669,8.842559,13.985066,51.726467
600519.SH,20110418,172.18,173.39,171.21,173.06,172.38,0.68,0.39,19608.99,338287.704,32.335725,8.877441,14.040234,51.930517
600519.SH,20110419,173.06,174.64,171.49,173.38,173.06,0.32,0.18,22880.67,395248.447,32.395516,8.893856,14.066196,52.026540
600519.SH,20110420,173.38,175.18,173.0,174.8,173.38,1.42,0.82,22509.28,392495.921,32.660839,8.966697,14.181399,52.452642
600519.SH,20110421,175.0,177.59,174.71,174.86,174.8,0.06,0.03,28684.34,505336.037,32.672050,8.969775,14.186267,52.470647
600519.SH,20110422,175.5,176.4,174.53,176.15,174.86,1.29,0.74,14500.23,254794.864,32.913082,9.035948,14.290924,52.857740
600519.SH,20110425,180.0,185.08,179.5,183.06,176.15,6.91,3.92,70225.53,1280812.447,30.473801,8.518168,13.483103,28.708952
600519.SH,20110426,183.0,183.5,180.88,181.17,183.06,-1.89,-1.03,31095.42,565862.126,30.159175,8.430222,13.343897,28.412547
600519.SH,20110427,181.6,185.0,181.0,181.15,181.17,-0.02,-0.01,27748.47,508713.443,30.155846,8.429291,13.342423,28.409410
600519.SH,20110428,182.1,182.58,177.8,178.42,181.15,-2.73,-1.51,25357.17,455048.059,29.701386,8.302259,13.141348,27.981269
600519.SH,20110429,178.4,183.09,177.68,182.31,178.42,3.89,2.18,22083.82,401140.719,30.348950,8.483269,13.427862,28.591331
600519.SH,20110503,183.0,186.8,182.0,185.86,182.31,3.55,1.95,41270.82,764382.818,30.939914,8.648458,13.689334,29.148070
600519.SH,20110504,184.49,188.08,183.44,183.5,185.86,-2.36,-1.27,32521.06,604784.367,30.547048,8.538642,13.515510,28.777956
600519.SH,20110505,183.51,187.5,183.01,184.95,183.5,1.45,0.79,26693.49,496448.129,30.788428,8.606113,13.622309,29.005357
600519.SH,20110506,184.0,187.0,183.01,185.81,184.95,0.86,0.47,23960.65,444808.841,30.931591,8.646131,13.685651,29.140229
600519.SH,20110509,186.58,187.49,183.9,184.16,185.81,-1.65,-0.89,12175.95,225581.746,30.656917,8.569353,13.564122,28.881463
600519.SH,20110510,184.07,184.5,182.78,183.59,184.16,-0.57,-0.31,15918.8,292606.289,30.562030,8.542830,13.522139,28.792071
